CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyofPurchases
563,53,"Male","Jeans","Clothing",62,"Missouri","M","Blue","Summer",3.5,"Yes","Standard","Yes","Yes",40,"Debit Card","Annually"
568,21,"Male","Blouse","Clothing",50,"New Hampshire","S","Red","Winter",3,"Yes","Next Day Air","Yes","Yes",24,"Venmo","Fortnightly"
572,54,"Male","Jacket","Outerwear",76,"Kentucky","XL","Cyan","Spring",3.6,"Yes","Free Shipping","Yes","Yes",37,"Venmo","Weekly"
573,56,"Male","Scarf","Accessories",97,"South Carolina","XL","Cyan","Summer",4.6,"Yes","Next Day Air","Yes","Yes",26,"Bank Transfer","Annually"
579,69,"Male","Sandals","Footwear",90,"Maine","M","Purple","Fall",4.6,"Yes","Next Day Air","Yes","Yes",22,"Credit Card","Fortnightly"
581,49,"Male","Sweater","Clothing",80,"Iowa","M","Orange","Spring",4.1,"Yes","Free Shipping","Yes","Yes",10,"PayPal","Weekly"
582,32,"Male","Sweater","Clothing",100,"Iowa","XL","Charcoal","Winter",2.7,"Yes","Store Pickup","Yes","Yes",12,"Bank Transfer","Every 3 Months"
583,40,"Male","Jacket","Outerwear",77,"Colorado","L","Turquoise","Spring",4.9,"Yes","Store Pickup","Yes","Yes",2,"Bank Transfer","Quarterly"
585,70,"Male","Socks","Clothing",94,"Indiana","M","White","Spring",4.7,"Yes","Free Shipping","Yes","Yes",20,"Debit Card","Monthly"
586,69,"Male","Socks","Clothing",23,"South Carolina","M","Gray","Fall",2.8,"Yes","Next Day Air","Yes","Yes",5,"Cash","Every 3 Months"
587,45,"Male","Hoodie","Clothing",20,"Wisconsin","S","Blue","Winter",4.9,"Yes","2-Day Shipping","Yes","Yes",9,"Venmo","Annually"
588,29,"Male","Socks","Clothing",86,"Washington","S","Maroon","Fall",4.2,"Yes","Express","Yes","Yes",48,"Debit Card","Every 3 Months"
591,64,"Male","Belt","Accessories",39,"Alaska","S","Turquoise","Fall",4.6,"Yes","Standard","Yes","Yes",30,"Venmo","Fortnightly"
595,35,"Male","Hoodie","Clothing",83,"Oklahoma","S","Brown","Winter",2.5,"Yes","Next Day Air","Yes","Yes",6,"Debit Card","Monthly"
596,30,"Male","Shoes","Footwear",77,"Delaware","M","Silver","Summer",3.6,"Yes","Next Day Air","Yes","Yes",47,"PayPal","Quarterly"
597,23,"Male","Shoes","Footwear",37,"Montana","XL","White","Summer",4.5,"Yes","Store Pickup","Yes","Yes",36,"Venmo","Annually"
600,51,"Male","Boots","Footwear",26,"Massachusetts","L","Teal","Spring",4.2,"Yes","Standard","Yes","Yes",27,"Debit Card","Every 3 Months"
602,32,"Male","Backpack","Accessories",38,"West Virginia","M","Maroon","Summer",4.7,"Yes","Store Pickup","Yes","Yes",5,"Cash","Fortnightly"
605,44,"Male","Sunglasses","Accessories",92,"West Virginia","S","Pink","Fall",4.4,"Yes","Store Pickup","Yes","Yes",11,"Credit Card","Every 3 Months"
606,40,"Male","Hat","Accessories",32,"California","XL","Charcoal","Winter",4.2,"Yes","Standard","Yes","Yes",17,"Bank Transfer","Weekly"
614,61,"Male","Coat","Outerwear",51,"Pennsylvania","L","Lavender","Fall",2.6,"Yes","Standard","Yes","Yes",46,"Cash","Bi-Weekly"
616,67,"Male","Sandals","Footwear",100,"Maryland","L","Olive","Summer",2.6,"Yes","Next Day Air","Yes","Yes",23,"Venmo","Annually"
619,61,"Male","Jacket","Outerwear",94,"Indiana","L","Cyan","Spring",4,"Yes","Express","Yes","Yes",21,"Debit Card","Bi-Weekly"
620,19,"Male","Backpack","Accessories",34,"Nebraska","M","Charcoal","Summer",4.6,"Yes","Store Pickup","Yes","Yes",1,"Debit Card","Every 3 Months"
624,19,"Male","Shoes","Footwear",70,"Nevada","M","White","Fall",4.7,"Yes","Standard","Yes","Yes",48,"PayPal","Bi-Weekly"
627,31,"Male","Sunglasses","Accessories",79,"New Hampshire","M","Indigo","Spring",3.9,"Yes","Standard","Yes","Yes",10,"Venmo","Annually"
631,41,"Male","Jewelry","Accessories",94,"Mississippi","S","Silver","Fall",4.3,"Yes","2-Day Shipping","Yes","Yes",33,"Debit Card","Annually"
632,55,"Male","Boots","Footwear",68,"Washington","S","Violet","Summer",4.1,"Yes","Store Pickup","Yes","Yes",27,"Cash","Fortnightly"
637,41,"Male","Handbag","Accessories",30,"Wisconsin","M","Indigo","Summer",2.8,"Yes","Store Pickup","Yes","Yes",14,"Bank Transfer","Every 3 Months"
644,18,"Male","Sweater","Clothing",57,"Oregon","XL","Green","Winter",3.2,"Yes","Next Day Air","Yes","Yes",10,"Bank Transfer","Every 3 Months"
645,68,"Male","Backpack","Accessories",93,"Louisiana","S","Blue","Summer",4.3,"Yes","Next Day Air","Yes","Yes",37,"Cash","Weekly"
646,62,"Male","Hoodie","Clothing",42,"Oklahoma","S","Purple","Summer",4.2,"Yes","Express","Yes","Yes",15,"Venmo","Bi-Weekly"
647,51,"Male","Boots","Footwear",54,"Indiana","XL","Pink","Spring",4.9,"Yes","Standard","Yes","Yes",19,"Venmo","Bi-Weekly"
650,53,"Male","Pants","Clothing",93,"Delaware","L","Orange","Spring",4.2,"Yes","Store Pickup","Yes","Yes",33,"PayPal","Every 3 Months"
653,64,"Male","Sunglasses","Accessories",27,NA,"M","Beige","Winter",3.1,"Yes","Free Shipping","Yes","Yes",27,"Venmo","Weekly"
654,20,"Male","Scarf","Accessories",68,"North Dakota","M","Olive","Winter",3.6,"Yes","2-Day Shipping","Yes","Yes",45,"Cash","Fortnightly"
660,62,"Male","Shorts","Clothing",52,"Virginia","S","Gold","Spring",3.6,"Yes","2-Day Shipping","Yes","Yes",8,"Cash","Weekly"
663,24,"Male","Gloves","Accessories",98,"Illinois","L","Magenta","Fall",2.8,"Yes","Express","Yes","Yes",39,"Venmo","Bi-Weekly"
676,64,"Male","Sunglasses","Accessories",86,"Arkansas","M","Yellow","Spring",2.6,"Yes","2-Day Shipping","Yes","Yes",9,"Cash","Annually"
684,33,"Male","Sandals","Footwear",36,"Michigan","S","Violet","Winter",2.7,"Yes","Free Shipping","Yes","Yes",3,"Bank Transfer","Monthly"
685,63,"Male","Hat","Accessories",82,"Alabama","M","Yellow","Summer",4.7,"Yes","Express","Yes","Yes",42,"Debit Card","Monthly"
686,70,"Male","Blouse","Clothing",71,"Massachusetts","XL","Magenta","Winter",3.5,"Yes","Standard","Yes","Yes",32,"Cash","Fortnightly"
700,50,"Male","Handbag","Accessories",46,"Connecticut","M","Charcoal","Fall",2.6,"Yes","2-Day Shipping","Yes","Yes",5,"PayPal","Weekly"
702,51,"Male","Boots","Footwear",90,"Idaho","L","Red","Fall",3.3,"Yes","Next Day Air","Yes","Yes",5,"Debit Card","Every 3 Months"
704,63,"Male","Dress","Clothing",87,"Connecticut","L","Pink","Summer",3,"Yes","Standard","Yes","Yes",21,"Venmo","Weekly"
705,34,"Male","Hoodie","Clothing",66,"Idaho","S","Black","Spring",3.2,"Yes","Express","Yes","Yes",18,"PayPal","Annually"
707,46,"Male","Jeans","Clothing",47,"Iowa","L","Turquoise","Summer",4.8,"Yes","Express","Yes","Yes",27,"Debit Card","Weekly"
708,59,"Male","Shirt","Clothing",38,"Louisiana","L","Purple","Spring",3.7,"Yes","Next Day Air","Yes","Yes",21,"Venmo","Annually"
716,33,"Male","Jeans","Clothing",63,"Delaware","L","Green","Spring",2.6,"Yes","Express","Yes","Yes",37,"Debit Card","Quarterly"
718,21,"Male","Socks","Clothing",90,"Alaska","L","Green","Spring",4.2,"Yes","Express","Yes","Yes",7,"Venmo","Every 3 Months"
727,32,"Male","Shorts","Clothing",78,"North Dakota","L","Yellow","Summer",3.6,"Yes","Next Day Air","Yes","Yes",20,"Bank Transfer","Every 3 Months"
729,29,"Male","Jeans","Clothing",78,"Nebraska","M","Pink","Winter",3.7,"Yes","Next Day Air","Yes","Yes",12,"PayPal","Every 3 Months"
732,43,"Male","Coat","Outerwear",28,"Arkansas","M","Red","Spring",3.5,"Yes","Free Shipping","Yes","Yes",30,"PayPal","Fortnightly"
733,34,"Male","Shirt","Clothing",57,"New Hampshire","L","Blue","Spring",2.8,"Yes","Express","Yes","Yes",28,"Cash","Bi-Weekly"
734,45,"Male","Dress","Clothing",36,"Rhode Island","L","Cyan","Fall",2.7,"Yes","2-Day Shipping","Yes","Yes",20,"Debit Card","Bi-Weekly"
737,18,"Male","Dress","Clothing",58,"Colorado","L","Maroon","Spring",2.9,"Yes","2-Day Shipping","Yes","Yes",32,"Credit Card","Every 3 Months"
747,40,"Male","Sandals","Footwear",45,"Michigan","M","Red","Winter",2.5,"Yes","Free Shipping","Yes","Yes",47,"Credit Card","Annually"
756,66,"Male","Coat","Outerwear",24,"Florida","M","Violet","Spring",3.3,"Yes","Free Shipping","Yes","Yes",22,"PayPal","Weekly"
760,51,"Male","Dress","Clothing",49,"Rhode Island","XL","Green","Winter",2.6,"Yes","Next Day Air","Yes","Yes",25,"Credit Card","Fortnightly"
762,57,"Male","Jewelry","Accessories",91,"Nevada","L","Yellow","Fall",4.2,"Yes","Express","Yes","Yes",26,"Bank Transfer","Weekly"
767,57,"Male","Gloves","Accessories",48,"Nevada","M","Cyan","Winter",3.6,"Yes","Next Day Air","Yes","Yes",13,"PayPal","Monthly"
772,22,"Male","Sweater","Clothing",68,"Hawaii","L","Cyan","Fall",2.6,"Yes","Next Day Air","Yes","Yes",34,"Bank Transfer","Fortnightly"
775,42,"Male","Hat","Accessories",46,"Nevada","M","Yellow","Summer",3.5,"Yes","Standard","Yes","Yes",11,"Credit Card","Quarterly"
777,49,"Male","Shirt","Clothing",60,"Alabama","M","Maroon","Spring",5,"Yes","Standard","Yes","Yes",8,"Venmo","Every 3 Months"
781,34,"Male","Shoes","Footwear",26,"New York","M","Turquoise","Spring",3.6,"Yes","Free Shipping","Yes","Yes",38,"Cash","Quarterly"
782,30,"Male","Scarf","Accessories",44,"Vermont","L","Indigo","Winter",3,"Yes","Store Pickup","Yes","Yes",12,"Credit Card","Fortnightly"
788,53,"Male","Handbag","Accessories",85,"Michigan","S","Green","Spring",3.7,"Yes","Free Shipping","Yes","Yes",25,"Venmo","Weekly"
789,50,"Male","Pants","Clothing",51,"Rhode Island","XL","Yellow","Summer",3.8,"Yes","Store Pickup","Yes","Yes",18,"Bank Transfer","Quarterly"
799,29,"Male","Socks","Clothing",39,"Alaska","M","Violet","Spring",3.8,"Yes","2-Day Shipping","Yes","Yes",48,"PayPal","Every 3 Months"
804,32,"Male","Shorts","Clothing",38,"Connecticut","L","Silver","Winter",2.8,"Yes","Express","Yes","Yes",30,"Venmo","Every 3 Months"
810,48,"Male","Boots","Footwear",81,"South Carolina","M","Violet","Fall",4.9,"Yes","Next Day Air","Yes","Yes",30,"PayPal","Bi-Weekly"
814,54,"Male","Handbag","Accessories",45,"Montana","S","Olive","Summer",2.9,"Yes","Store Pickup","Yes","Yes",14,"Debit Card","Annually"
820,55,"Male","Sunglasses","Accessories",36,"Colorado","S","Teal","Winter",4.8,"Yes","Next Day Air","Yes","Yes",28,"Debit Card","Quarterly"
826,27,"Male","Belt","Accessories",94,"Nebraska","XL","Brown","Fall",3.6,"Yes","Next Day Air","Yes","Yes",17,"Cash","Monthly"
827,54,"Male","Dress","Clothing",94,"Massachusetts","M","Purple","Winter",3.6,"Yes","Standard","Yes","Yes",36,"PayPal","Weekly"
828,31,"Male","Shoes","Footwear",51,"Colorado","S","Green","Fall",4.1,"Yes","Free Shipping","Yes","Yes",33,"Bank Transfer","Fortnightly"
837,-23,"Male","Gloves","Accessories",90,"West Virginia","L","Violet","Winter",3.9,"Yes","Store Pickup","Yes","Yes",22,"Cash","Bi-Weekly"
842,55,"Male","Sweater","Clothing",88,"Texas","M","Beige","Summer",2.6,"Yes","Store Pickup","Yes","Yes",28,"PayPal","Fortnightly"
843,59,"Male","Shirt","Clothing",87,"Missouri","M","Violet","Spring",3.6,"Yes","Express","Yes","Yes",25,"PayPal","Weekly"
844,65,"Male","Hoodie","Clothing",80,"Pennsylvania","S","Beige","Summer",3.2,"Yes","Express","Yes","Yes",6,"PayPal","Weekly"
849,48,"Male","Sandals","Footwear",73,"Delaware","M","Lavender","Fall",3.6,"Yes","Store Pickup","Yes","Yes",33,"Credit Card","Bi-Weekly"
851,68,"Male","Shoes","Footwear",20,"Connecticut","L","Turquoise","Winter",2.6,"Yes","Store Pickup","Yes","Yes",13,"Venmo","Monthly"
854,62,"Male","Hat","Accessories",43,"Delaware","L","Orange","Winter",4,"Yes","Free Shipping","Yes","Yes",35,"Cash","Monthly"
857,55,"Male","Shirt","Clothing",33,"Alaska","M","Gold","Summer",3.5,"Yes","Express","Yes","Yes",47,"Debit Card","Fortnightly"
858,43,"Male","Shorts","Clothing",60,"Missouri","L","Cyan","Fall",3,"Yes","Standard","Yes","Yes",50,"Debit Card","Every 3 Months"
859,19,"Male","Jacket","Outerwear",26,"Oklahoma","L","Olive","Fall",3.1,"Yes","Free Shipping","Yes","Yes",33,"PayPal","Weekly"
860,47,"Male","Hoodie","Clothing",73,"Wisconsin","M","Teal","Winter",4,"Yes","Next Day Air","Yes","Yes",7,"Debit Card","Monthly"
866,64,"Male","Blouse","Clothing",26,"Colorado","L","Charcoal","Winter",4.8,"Yes","Store Pickup","Yes","Yes",23,"Venmo","Annually"
868,37,"Male","Jacket","Outerwear",20,"Colorado","M","Turquoise","Spring",3.1,"Yes","Free Shipping","Yes","Yes",23,"Bank Transfer","Fortnightly"
872,47,"Male","Handbag","Accessories",42,"Hawaii","M","Charcoal","Spring",2.6,"Yes","Next Day Air","Yes","Yes",45,"Debit Card","Quarterly"
875,25,"Male","Jacket","Outerwear",65,"Maine","M","Magenta","Fall",4.4,"Yes","Free Shipping","Yes","Yes",10,"Venmo","Every 3 Months"
877,41,"Male","Belt","Accessories",51,"Nebraska","L","Gray","Summer",3.8,"Yes","2-Day Shipping","Yes","Yes",1,"Debit Card","Weekly"
879,23,"Male","Sunglasses","Accessories",89,"Tennessee","S","Black","Summer",4.9,"Yes","Express","Yes","Yes",37,"Debit Card","Weekly"
883,50,"Male","Boots","Footwear",35,"Virginia","M","Cyan","Fall",3.8,"Yes","Next Day Air","Yes","Yes",37,"Cash","Every 3 Months"
888,70,"Male","Handbag","Accessories",47,"Minnesota","L","Turquoise","Winter",3.3,"Yes","2-Day Shipping","Yes","Yes",33,"PayPal","Fortnightly"
889,49,"Male","Scarf","Accessories",77,"New Hampshire","S","Gold","Spring",3.6,"Yes","Express","Yes","Yes",44,"Cash","Annually"
893,31,"Male","Shorts","Clothing",64,"New Mexico","L","Gray","Summer",2.7,"Yes","Free Shipping","Yes","Yes",43,"Debit Card","Monthly"
899,54,"Male","Belt","Accessories",70,"Nevada","L","Red","Spring",3.5,"Yes","2-Day Shipping","Yes","Yes",19,"Bank Transfer","Every 3 Months"
900,65,"Male","Sweater","Clothing",58,"Rhode Island","M","Peach","Summer",4,"Yes","Standard","Yes","Yes",20,"PayPal","Annually"
901,54,"Male","Hat","Accessories",98,"West Virginia","L","Gray","Fall",3.3,"Yes","Free Shipping","Yes","Yes",42,"Bank Transfer","Quarterly"
904,44,"Male","Jacket","Outerwear",45,"Washington","M","Blue","Winter",3.3,"Yes","Express","Yes","Yes",3,"PayPal","Quarterly"
906,46,"Male","Dress","Clothing",68,"Mississippi","S","Cyan","Spring",2.8,"Yes","Standard","Yes","Yes",16,"Venmo","Annually"
907,41,"Male","Pants","Clothing",56,"South Carolina","M","Red","Spring",4.2,"Yes","Standard","Yes","Yes",21,"Debit Card","Bi-Weekly"
911,49,"Male","Hoodie","Clothing",25,"South Carolina","S","Pink","Spring",3.4,"Yes","Express","Yes","Yes",22,"Credit Card","Monthly"
912,53,"Male","Pants","Clothing",74,"Vermont","M","Black","Winter",2.8,"Yes","2-Day Shipping","Yes","Yes",2,"Bank Transfer","Quarterly"
914,37,"Male","Sneakers","Footwear",47,"Utah","M","Yellow","Fall",2.6,"Yes","Next Day Air","Yes","Yes",29,"Cash","Every 3 Months"
917,49,"Male","Jeans","Clothing",34,"Illinois","S","Blue","Spring",2.7,"Yes","Standard","Yes","Yes",16,"Venmo","Monthly"
920,41,"Male","Shirt","Clothing",82,"Massachusetts","L","Green","Winter",2.6,"Yes","2-Day Shipping","Yes","Yes",17,"Debit Card","Bi-Weekly"
921,37,"Male","Belt","Accessories",81,"Arkansas","XL","Gold","Summer",4.3,"Yes","Free Shipping","Yes","Yes",37,"Cash","Weekly"
925,52,"Male","Socks","Clothing",78,"Kansas","XL","Beige","Winter",3.1,"Yes","Standard","Yes","Yes",37,"Cash","Quarterly"
929,67,"Male","Dress","Clothing",37,"Arkansas","XL","Yellow","Winter",3.4,"Yes","Store Pickup","Yes","Yes",31,"Cash","Every 3 Months"
930,59,"Male","Boots","Footwear",94,"Nebraska","M","White","Fall",4.5,"Yes","2-Day Shipping","Yes","Yes",26,"Debit Card","Fortnightly"
931,26,"Male","T-shirt","Clothing",78,"Hawaii","L","Green","Fall",4.5,"Yes","Store Pickup","Yes","Yes",20,"Credit Card","Bi-Weekly"
933,62,"Male","Skirt","Clothing",24,"Indiana","L","Blue","Winter",3.2,"Yes","Standard","Yes","Yes",45,"Debit Card","Bi-Weekly"
934,70,"Male","Sneakers","Footwear",84,"Colorado","M","Magenta","Spring",2.7,"Yes","Store Pickup","Yes","Yes",33,"Debit Card","Monthly"
938,32,"Male","Shorts","Clothing",24,"Iowa","M","Magenta","Summer",2.7,"Yes","Express","Yes","Yes",18,"Venmo","Quarterly"
942,39,"Male","Handbag","Accessories",35,"Illinois","L","Black","Winter",4.5,"Yes","2-Day Shipping","Yes","Yes",38,"PayPal","Every 3 Months"
944,32,"Male","Hat","Accessories",63,"Oklahoma","L","Cyan","Winter",3.8,"Yes","Next Day Air","Yes","Yes",13,"Venmo","Fortnightly"
945,54,"Male","Belt","Accessories",97,"Indiana","S","Gray","Spring",4.8,"Yes","Express","Yes","Yes",39,"Cash","Bi-Weekly"
946,38,"Male","Boots","Footwear",38,"Minnesota","M","Violet","Summer",4.1,"Yes","Store Pickup","Yes","Yes",8,"Venmo","Every 3 Months"
952,47,"Male","Dress","Clothing",51,"Alaska","M","Cyan","Summer",2.9,"Yes","Express","Yes","Yes",34,"Bank Transfer","Monthly"
956,55,"Male","Dress","Clothing",75,"Mississippi","L","Lavender","Summer",3.4,"Yes","Free Shipping","Yes","Yes",4,"PayPal","Monthly"
958,38,"Male","Scarf","Accessories",23,"Indiana","XL","Violet","Spring",4.7,"Yes","Store Pickup","Yes","Yes",11,"Cash","Quarterly"
962,62,"Male","Boots","Footwear",72,"Pennsylvania","L","Olive","Fall",3.7,"Yes","Next Day Air","Yes","Yes",37,"Debit Card","Quarterly"
964,21,"Male","Boots","Footwear",63,"South Carolina","L","Green","Spring",2.5,"Yes","2-Day Shipping","Yes","Yes",14,"Credit Card","Weekly"
968,27,"Male","Hoodie","Clothing",26,"Georgia","S","Silver","Summer",3.7,"Yes","Store Pickup","Yes","Yes",4,"Cash","Weekly"
969,57,"Male","Shorts","Clothing",67,"North Carolina","L","Gray","Summer",3.1,"Yes","Next Day Air","Yes","Yes",48,"Bank Transfer","Quarterly"
974,60,"Male","Jacket","Outerwear",75,"Colorado","M","Teal","Fall",3.5,"Yes","2-Day Shipping","Yes","Yes",30,"Bank Transfer","Quarterly"
976,58,"Male","Sweater","Clothing",40,"Washington","M","Olive","Summer",3.8,"Yes","2-Day Shipping","Yes","Yes",2,"Bank Transfer","Weekly"
984,24,"Male","Hat","Accessories",45,"New Mexico","L","Indigo","Winter",3.5,"Yes","Free Shipping","Yes","Yes",40,"Venmo","Bi-Weekly"
985,26,"Male","Shoes","Footwear",78,"Utah","M","Green","Summer",3.4,"Yes","Free Shipping","Yes","Yes",8,"Credit Card","Bi-Weekly"
991,48,"Male","Sunglasses","Accessories",NA,"Washington","S","Yellow","Spring",4.8,"Yes","Store Pickup","Yes","Yes",24,"Cash","Weekly"
993,46,"Male","Jacket","Outerwear",99,"Louisiana","M","Gray","Winter",4.6,"Yes","Express","Yes","Yes",50,"Debit Card","Weekly"
994,51,"Male","Sandals","Footwear",90,"Iowa","M","Peach","Winter",4.4,"Yes","Store Pickup","Yes","Yes",25,"Cash","Weekly"
996,44,"Male","Jewelry","Accessories",80,"Idaho","M","Magenta","Spring",3,"Yes","2-Day Shipping","Yes","Yes",10,"Venmo","Weekly"
1000,50,"Male","Socks","Clothing",28,"New Mexico","L","Brown","Spring",2.9,"Yes","Standard","Yes","Yes",23,"Debit Card","Monthly"
1002,61,"Male","Dress","Clothing",60,"Washington","M","Orange","Fall",3.6,"Yes","Standard","Yes","Yes",4,"Debit Card","Fortnightly"
1003,55,"Male","Shoes","Footwear",-334,"North Dakota","M","White","Spring",3.5,"Yes","Store Pickup","Yes","Yes",3,"Bank Transfer","Bi-Weekly"
1005,33,"Male","Backpack","Accessories",79,"Tennessee","M","Black","Summer",-3,"Yes","2-Day Shipping","Yes","Yes",44,"Cash","Annually"
1006,-43,"Male","Backpack","Accessories",94,"New York","M","Gold","Winter",3.9,"Yes","Store Pickup","Yes","Yes",5,"Debit Card","Bi-Weekly"
1008,58,"Male","Gloves","Accessories",62,"Georgia","XL","Turquoise","Spring",4.8,"Yes","Standard","Yes","Yes",2,"Credit Card","Annually"
1011,54,"Male","Jeans","Clothing",24,"South Dakota","XL","Gray","Spring",4.7,"Yes","2-Day Shipping","Yes","Yes",37,"Credit Card","Fortnightly"
1014,59,"Male","Belt","Accessories",69,"South Carolina","XL","Green","Summer",3.8,"Yes","2-Day Shipping","Yes","Yes",31,"Venmo","Bi-Weekly"
1016,68,"Male","Gloves","Accessories",24,"North Carolina","M","Cyan","Summer",4.1,"Yes","Standard","Yes","Yes",34,"Cash","Weekly"
1020,32,"Male","Shirt","Clothing",76,"Kentucky","S","Beige","Winter",2.8,"Yes","Standard","Yes","Yes",33,"Venmo","Bi-Weekly"
1023,61,"Male","Handbag","Accessories",41,"Nebraska","M","Lavender","Winter",4.9,"Yes","Store Pickup","Yes","Yes",7,"Cash","Annually"
1025,28,"Male","T-shirt","Clothing",66,"Pennsylvania","M","Purple","Summer",3.5,"Yes","Free Shipping","Yes","Yes",18,"Venmo","Quarterly"
1028,33,"Male","Jewelry","Accessories",90,"Ohio","L","Teal","Summer",2.8,"Yes","Next Day Air","Yes","Yes",11,"Cash","Monthly"
1034,19,"Male","Pants","Clothing",52,"Montana","S","Silver","Spring",4.6,"Yes","Free Shipping","Yes","Yes",41,"Bank Transfer","Quarterly"
1035,68,"Male","Socks","Clothing",29,"Maryland","M","Olive","Fall",-3,"Yes","Next Day Air","Yes","Yes",44,"Bank Transfer","Weekly"
1039,41,"Male","Pants","Clothing",74,"Nebraska","XL","Cyan","Fall",3,"Yes","Express","Yes","Yes",3,"Bank Transfer","Weekly"
1041,68,"Male","Jeans","Clothing",22,"North Carolina","S","Magenta","Fall",4,"Yes","Next Day Air","Yes","Yes",7,"Cash","Fortnightly"
1044,28,"Male","Jeans","Clothing",76,"Hawaii","M","Green","Spring",3.3,"Yes","2-Day Shipping","Yes","Yes",28,"Debit Card","Fortnightly"
1046,54,"Male","Sweater","Clothing",79,"New Mexico","L","Black","Fall",3.5,"Yes","2-Day Shipping","Yes","Yes",11,"PayPal","Bi-Weekly"
1051,48,"Male","Sneakers","Footwear",64,"Florida","M","Beige","Winter",3.8,"Yes","Next Day Air","Yes","Yes",19,"Venmo","Monthly"
1052,45,"Male","Socks","Clothing",53,"Ohio","M","Indigo","Fall",2.6,"Yes","Free Shipping","Yes","Yes",39,"PayPal","Annually"
1053,60,"Male","Shoes","Footwear",36,"Virginia","XL","Pink","Fall",3,"Yes","2-Day Shipping","Yes","Yes",1,"Credit Card","Fortnightly"
1056,70,"Male","Jacket","Outerwear",27,"Massachusetts","M","Orange","Spring",3.3,"No","Next Day Air","Yes","Yes",24,"Debit Card","Annually"
1058,65,"Male","Jacket","Outerwear",23,"Wisconsin","S","Maroon","Spring",4.4,"No","2-Day Shipping","Yes","Yes",20,"Credit Card","Weekly"
1062,36,"Male","Coat","Outerwear",62,"Idaho","M","Gray","Summer",4.4,"No","Free Shipping","Yes","Yes",12,"Venmo","Every 3 Months"
1065,34,"Male","Hat","Accessories",28,"Wyoming","M","Violet","Spring",3.5,"No","Express","Yes","Yes",42,"Credit Card","Every 3 Months"
1066,59,"Male","T-shirt","Clothing",20,"Alabama","XL","Blue","Spring",4.1,"No","Store Pickup","Yes","Yes",3,"PayPal","Every 3 Months"
1067,49,"Male","Coat","Outerwear",96,"Mississippi","M","Red","Winter",4,"No","Store Pickup","Yes","Yes",11,"PayPal","Bi-Weekly"
1068,-18,"Male","Dress","Clothing",43,"Pennsylvania","S","Peach","Summer",2.7,"No","2-Day Shipping","Yes","Yes",22,"PayPal","Quarterly"
1069,55,"Male","Shirt","Clothing",94,"Wyoming","M","Olive","Fall",2.5,"No","Standard","Yes","Yes",47,"Credit Card","Weekly"
1078,58,"Male","Jacket","Outerwear",28,"West Virginia","M","Pink","Winter",3.7,"No","Standard","Yes","Yes",5,"PayPal","Quarterly"
1079,37,"Male","Sweater","Clothing",59,NA,"M","Silver","Fall",4.4,"No","Express","Yes","Yes",49,"Credit Card","Fortnightly"
1080,18,"Male","Coat","Outerwear",33,"Oklahoma","S","Blue","Summer",4.4,"No","Free Shipping","Yes","Yes",48,"Bank Transfer","Monthly"
1088,45,"Male","Jeans","Clothing",71,"West Virginia","S","White","Winter",3.4,"No","Next Day Air","Yes","Yes",7,"Bank Transfer","Monthly"
1091,38,"Male","Scarf","Accessories",58,"Connecticut","M","Violet","Spring",4.2,"No","Store Pickup","Yes","Yes",27,"Cash","Fortnightly"
1093,68,"Male","Jewelry","Accessories",50,"South Dakota","L","Magenta","Spring",4.1,"No","2-Day Shipping","Yes","Yes",20,"Venmo","Quarterly"
1098,58,"Male","Sunglasses","Accessories",27,"Vermont","M","Black","Summer",3.2,"No","Store Pickup","Yes","Yes",47,"Bank Transfer","Weekly"
1100,19,"Male","Sweater","Clothing",73,"North Carolina","M","Peach","Fall",2.6,"No","Next Day Air","Yes","Yes",45,"Bank Transfer","Fortnightly"
1103,52,"Male","Sweater","Clothing",83,"Texas","M","Peach","Fall",2.9,"No","Express","Yes","Yes",24,"Cash","Fortnightly"
1107,52,"Male","Skirt","Clothing",96,"Minnesota","L","Violet","Winter",3.6,"No","Store Pickup","Yes","Yes",12,"Venmo","Fortnightly"
1112,22,"Male","Shoes","Footwear",66,"New York","S","Olive","Summer",4.1,"No","Next Day Air","Yes","Yes",4,"Credit Card","Bi-Weekly"
1121,22,"Male","Sneakers","Footwear",84,"Pennsylvania","M","Magenta","Winter",4,"No","Next Day Air","Yes","Yes",40,"Debit Card","Monthly"
1127,23,"Male","Scarf","Accessories",58,"Iowa","L","Beige","Winter",3.4,"No","Standard","Yes","Yes",47,"Venmo","Fortnightly"
1128,50,"Male","Shirt","Clothing",53,"Delaware","XL","Maroon","Spring",4.8,"No","Store Pickup","Yes","Yes",22,"Debit Card","Monthly"
1132,67,"Male","Shirt","Clothing",73,"Illinois","M","Black","Spring",3.7,"No","Express","Yes","Yes",20,"Bank Transfer","Monthly"
1135,62,"Male","T-shirt","Clothing",81,"Wisconsin","M","Brown","Summer",4.6,"No","Express","Yes","Yes",2,"Venmo","Every 3 Months"
1137,23,"Male","Handbag","Accessories",83,"Illinois","S","Cyan","Summer",-3,"No","Free Shipping","Yes","Yes",37,"Cash","Monthly"
1141,31,"Male","Jeans","Clothing",NA,"Maryland","M","White","Winter",2.6,"No","Store Pickup","Yes","Yes",6,"Credit Card","Every 3 Months"
